CSO1;CSO2;Rule
invasion;night_watchman;If you gain a Night Watchman using Invasion, it is topdecked instead of being gained to your hand.
invasion;ninja;When buying Invasion, you may play a Ninja from your deck as the Attack.
invasion;panic;When you discard a Loot gained from invasion from play while Panic is active, you need to return it to the top of the Loot pile. When discarding multiple, you get to choose the order. Endless Chalice and Jewels are exceptions as they (bar e.g. Highwayman) never get discarded from play.
invasion;progress;When you buy Invasion while Progress is active, you have to topdeck the gained Loot and won't be able to play it.
invasion;rapid_expansion;If Rapid Expansion is active, both the Action card and the Loot you gain are set aside (instead of topdecked and played).
invasion;rush;When you gain a card using Invasion and immediately play it using Rush, you will not be able to topdeck it.
invasion;siren;If you gain a Siren onto your deck using Invasion, you still need to trash an Action card from your hand in order to not trash the Siren.
invasion;villa;If you gain a Villa using Invasion, it is first topdecked and then you put it into your hand.
inventor;overlord;If you play Inventor using Overlord, you can gain a Inventor with it (despite Overlord saying 'leaving it there', as this just refers to the card moving into play).
inventor;rush;When you play an Inventor to gain and play another Inventor immediately using Rush, the cost of the cards will not yet be reduced as the first Inventor's 'gain a card costing up to $4' effect has not been resolved.
inventor;spell_scroll;When you play an Inventor to gain and play another Inventor immediately using Spell Scroll, the cost of the cards will not yet be reduced as the first Inventor's 'gain a card costing up to $4' effect has not been resolved.
invest;knights;You can Invest in Knights, but this will never draw you cards (since your opponent will never gain a copy of them) and they might be stranded in Exile.
invest;ruins;You can Invest in Ruins, but you will only draw cards if another player gains a copy of the exact Ruins you exiled.
invest;skirmisher;If you have invested in Skirmisher or another Attack card and your opponent gains one after having played Skirmisher, you first discard down to 3 cards in hand, and then draw due to Invest
investment;patron;If you play Investment during your Buy phase and reveal a Patron this way, you will not get +1 Coffers since it's not an Action phase.
ironworks;overlord;If you play Ironworks using Overlord, you can gain a Ironworks with it (despite Overlord saying 'leaving it there', as this just refers to the card moving into play).
island_folk;journey;Buying Journey on an extra Island Folk turn will not give you an extra turn, but your cards will remain in play until your opponent's Clean-up phase.
island_folk;outpost;Playing Outpost on an extra Island Folk turn will not give you an extra turn, but you will still only draw 3 cards for your next turn.
island_folk;seize_the_day;Buying Seize the Day on an extra Island Folk turn will still give you a normal extra turn.
island_folk;wizards;If you play Lich and then activate Island Folk, the Island Folk turn is skipped, and your next turn proceeds as normal. If, however, you play Lich during an extra turn, even if you activate Island Folk then, your next normal turn will still be skipped.
jack_of_all_trades;raid;If you have your -1 Card Token on your deck when drawing with Jack of all Trades, the Token is removed and the number of cards drawn to is the same as stated on Jack of all Trades as long as you are supposed to draw at least 1 card.
jack_of_all_trades;relic;If you have your -1 Card Token on your deck when drawing with Jack of all Trades, the Token is removed and the number of cards drawn to is the same as stated on Jack of all Trades as long as you are supposed to draw at least 1 card.
jewelled_egg;panic;When you discard a Loot gained from jewelled_egg from play while Panic is active, you need to return it to the top of the Loot pile. When discarding multiple, you get to choose the order. Endless Chalice and Jewels are exceptions as they (bar e.g. Highwayman) never get discarded from play.
jewels;mandarin;If you gain a Mandarin and have played Jewels before that, you put it on top of your deck, but the duration effect still persists.
jewels;panic;Since you never discard Jewels from play after playing it (bar e.g. Highwayman), you never return it for Panic.
journey;journey;Buying Journey on an extra Journey turn will not give you an extra turn, but your cards will remain in play until your opponent's Clean-up phase.
journey;mission;Buying Journey on an extra Mission turn will not give you an extra turn, but your cards will remain in play until your opponent's Clean-up phase.
journey;odysseys;Buying Journey on an extra Voyage turn will not give you an extra turn, but your cards will remain in play until your opponent's Clean-up phase.
journey;outpost;"Buying Journey on an extra Outpost turn will not give you an extra turn, but your cards will remain in play until your opponent's Clean-up phase.
Playing Outpost on an extra Journey turn will not give you an extra turn, but you will still only draw 3 cards for your next turn."
journey;seize_the_day;"Buying Seize the Day on an extra Journey turn will still give you a normal extra turn.
Buying Journey on an extra Seize the Day turn will not give you an extra turn, but your cards will remain in play until your opponent's Clean-up phase."
journey;walled_village;If you have no more than one other Action than the Walled Village in play, you can topdeck it for the Journey turn.
journey;wizards;If you play Lich and then buy Journey, the Journey turn is skipped, but your cards remain in play until your opponent's Clean-up phase. If, however, you play Lich during an extra turn, even if you buy Journey then, your next normal turn will still be skipped.
kiln;rush;When you gain a Kiln and play it immediately using Rush, you will not be able to gain another Kiln due to its 'Next Time' wording. Instead, the next card you play will be subject to its effect.
kiln;spell_scroll;When you gain a Kiln and play it immediately using Spell Scroll, you will not be able to gain another Kiln due to its 'Next Time' wording. Instead, the next card you play will be subject to its effect.
kind_emperor;sheepdog;If you gain a Sheepdog to your hand using Kind Emperor, you can immediately react to its own gain and play it.
kind_emperor;siren;If you gain a Siren and put it in your hand using Kind Emperor, you still need to trash an Action from your hand in order to not trash the Siren.
